id,status,severity,finding,evidence,next_action,scope,original_choice_count,current_choice_count,original_japanese,current_korean
6/S6012.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=125; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6012.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=126; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6012.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=127; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6013.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=128; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
6/S6013.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=129; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6013.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=130; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6013.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=131; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6013.DAT:48030,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=132; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない",<CTRL:E503>출발 |<CTRL:E503>그만   
6/S6014.DAT:46D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=133; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
6/S6014.DAT:46DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=134; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6014.DAT:46E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=135; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6014.DAT:46E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=136; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
6/S6014.DAT:47638,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=137; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない",<CTRL:E503>출발 |<CTRL:E503>그만   
6/S6014.DAT:4794A,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=138; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,3,3,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない
<CTRL:E5:03>いろいろ教えて! その2",<CTRL:E503>출발 |<CTRL:E503>그만   |<CTRL:E503>정보 2         
6/S6014.DAT:479F2,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=139; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,3,3,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない
<CTRL:E5:03>耳よりな話を聞きたい!",<CTRL:E503>출발 |<CTRL:E503>그만   |<CTRL:E503>유용한 정보     
6/S6014.DAT:47EEA,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=140; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない",<CTRL:E503>출발 |<CTRL:E503>그만   
6/S6014.DAT:482E2,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=141; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,3,3,"<CTRL:E5:03>バトルの心得 その2
<CTRL:E5:03>耳よりな話
<CTRL:E5:03>やつっり、いいや。",<CTRL:E503>전투 요령 2    |<CTRL:E503>유용한 정보|<CTRL:E503>그만       
6/S6014.DAT:4834E,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=142; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>モンスターとの相しょう
<CTRL:E5:03>経験値について
<CTRL:E5:03>成長のアトバイス
<CTRL:E5:03>やつっり、いいや。",<CTRL:E503>몬스터 상성     |<CTRL:E503>경험치     |<CTRL:E503>성장 조언  |<CTRL:E503>그만       
6/S6014.DAT:4890A,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=143; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>アララトスの遺跡ダンジョン
<CTRL:E5:03>ミルマーナのその後
<CTRL:E5:03>ラマダ寺での修行
<CTRL:E5:03>やつっり、いいや。",<CTRL:E503>아라라토스 유적      |<CTRL:E503>미르마나의 이후|<CTRL:E503>라마다사 수행  |<CTRL:E503>그만       
6/S6014.DAT:48EB0,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=144; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣について
<CTRL:E5:03>次のページ",<CTRL:E503>스톤 서클 |<CTRL:E503>링 위치 설정  |<CTRL:E503>소환수에 대해 |<CTRL:E503>다음 페이지 
6/S6014.DAT:48F2C,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=145; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>やつっりいいや。",<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>그만      
6/S6014.DAT:48F9E,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=146; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣
<CTRL:E5:03>次のページ",<CTRL:E503>스톤 서클 |<CTRL:E503>링 위치 설정  |<CTRL:E503>소환수 |<CTRL:E503>다음 페이지 
6/S6014.DAT:49016,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=147; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ",<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>다음 페이지 
